workclass,education,marital-status,occupation,relationship,sex,marital-status_index,workclass_index,relationship_index,occupation_index,education_index,sex_index
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,HS-grad,Divorced,Other-service,Unmarried,Female,2,0,3,5,0,1
Private,HS-grad,Never-married,Craft-repair,Unmarried,Male,1,0,3,0,0,0
?,Assoc-voc,Widowed,?,Not-in-family,Female,3,3,1,7,4,1
Private,12th,Never-married,Farming-fishing,Own-child,Male,1,0,2,11,10,0
Self-emp-not-inc,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,1,0,9,12,0
Private,HS-grad,"",Adm-clerical,Own-child,Female,"",0,2,3,0,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,2,0
Private,Some-college,Divorced,Craft-repair,Not-in-family,Male,2,0,1,0,1,0
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,1,0,2,6,0,0
Private,Assoc-acdm,Never-married,Prof-specialty,Other-relative,Female,1,0,5,2,6,1
Private,Bachelors,Never-married,Adm-clerical,Own-child,Female,1,0,2,3,2,1
State-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,Male,0,4,0,10,6,0
Local-gov,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,2,0,9,6,0
State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,Female,1,4,1,2,11,1
State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,4,0,8,0,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,2,0
?,Some-college,Never-married,?,Own-child,Female,1,3,2,7,1,1
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,1,0,1,2,2,1
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,6,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,0,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,4,3,0,1
Local-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,0,2,0,10,2,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,2,0
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,1,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,2,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,11th,Never-married,Other-service,Own-child,Male,1,0,2,5,5,0
Private,Some-college,Never-married,Other-service,Not-in-family,Male,1,0,1,5,1,0
Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,9,0
Private,Some-college,Never-married,Other-service,Own-child,Male,1,0,2,5,1,0
Private,Some-college,Divorced,Adm-clerical,Not-in-family,Female,2,0,1,3,1,1
?,7th-8th,Widowed,?,Other-relative,Female,3,3,5,7,8,1
Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,2,0,3,3,0,1
Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,4,2,9,1
Private,Some-college,Divorced,Exec-managerial,Unmarried,Female,2,0,3,1,1,1
Private,Some-college,Separated,Exec-managerial,Unmarried,Female,4,0,3,1,1,1
Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Male,0,6,0,10,4,0
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,6,0,3,0,0
Private,HS-grad,Never-married,Sales,Not-in-family,Female,1,0,1,4,0,1
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,2,0,8,0,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,2,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,0,0
Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Female,2,6,3,3,0,1
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,1,0,1,3,0,0
Private,7th-8th,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,4,2,8,1
Private,HS-grad,Divorced,Transport-moving,Not-in-family,Male,2,0,1,8,0,0
Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,0,5,0,4,1,0
Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,0,9,1,0
Self-emp-inc,Doctorate,Separated,Prof-specialty,Not-in-family,Male,4,5,1,2,11,0
Private,Masters,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,3,0
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,4,0
Private,HS-grad,Never-married,Adm-clerical,Unmarried,Female,1,0,3,3,0,1
Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,3,2,0
Private,10th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,7,0
Self-emp-not-inc,Bachelors,Divorced,Other-service,Unmarried,Female,2,1,3,5,2,1
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,0,0
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,1,0,1,3,2,1
Private,HS-grad,Never-married,Other-service,Own-child,Male,1,0,2,5,0,0
Private,Prof-school,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,4,1,9,1
Private,HS-grad,Separated,Adm-clerical,Unmarried,Female,4,0,3,3,0,1
?,10th,Never-married,?,Own-child,Male,1,3,2,7,7,0
Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,Male,0,0,0,5,4,0
Private,Bachelors,Never-married,Sales,Not-in-family,Male,1,0,1,4,2,0
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,6,0,3,0,0
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,0,5,0,0
Self-emp-inc,11th,Never-married,Farming-fishing,Own-child,Male,1,5,2,11,5,0
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,1,2,1,2,2,0
Local-gov,Bachelors,Widowed,Adm-clerical,Not-in-family,Female,3,2,1,3,2,1
Private,Some-college,Divorced,Craft-repair,Not-in-family,Male,2,0,1,0,1,0
Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,Female,2,0,3,1,6,1
Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Female,1,2,1,2,3,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,1,0,11,0,0
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,0,2,0,12,0,0
Private,HS-grad,Separated,Adm-clerical,Unmarried,Female,4,0,3,3,0,1
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,0,2,9,0
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,0,1,4,0
?,Some-college,Married-civ-spouse,?,Husband,Male,0,3,0,7,1,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,0,6,0,3,2,0
Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,2,0,3,3,0,1
Private,10th,Divorced,Craft-repair,Not-in-family,Male,2,0,1,0,7,0
Private,11th,Never-married,Handlers-cleaners,Own-child,Male,1,0,2,9,5,0
Private,Assoc-voc,Never-married,Other-service,Not-in-family,Male,1,0,1,5,4,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,2,0
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,5,0,0,0,0
Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,6,0,0,1,0
Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Male,0,0,0,10,4,0
Private,HS-grad,Separated,Adm-clerical,Own-child,Female,4,0,2,3,0,1
Private,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,0,0,0,10,2,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,1,0,4,0,0
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,0,0
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,4,3,1,1
Private,11th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,5,0
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,1,0
Self-emp-not-inc,Some-college,Separated,Sales,Not-in-family,Male,4,1,1,4,1,0
Private,HS-grad,Divorced,Sales,Unmarried,Female,2,0,3,4,0,1
Private,5th-6th,Divorced,Farming-fishing,Unmarried,Male,2,0,3,11,12,0
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,1,0,1,3,0,1
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,9,0
Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Male,2,0,1,9,0,0
Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,6,0
Private,HS-grad,Divorced,Transport-moving,Not-in-family,Male,2,0,1,8,0,0
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,1,0,0,4,0
?,Bachelors,Married-civ-spouse,?,Husband,Male,0,3,0,7,2,0
Private,10th,Never-married,Other-service,Unmarried,Female,1,0,3,5,7,1
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,3,0,0
Federal-gov,Some-college,Separated,Adm-clerical,Unmarried,Female,4,6,3,3,1,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,4,6,0,1
Private,HS-grad,Never-married,Transport-moving,Other-relative,Male,1,0,5,8,0,0
Private,HS-grad,Separated,Other-service,Unmarried,Female,4,0,3,5,0,1
Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,Female,2,0,3,2,6,1
?,11th,Married-civ-spouse,?,Husband,Male,0,3,0,7,5,0
Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,0,0
Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,Male,1,6,1,3,2,0
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,2,0,1,6,0,0
Private,HS-grad,Never-married,Exec-managerial,Own-child,Male,1,0,2,1,0,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,0,1,0,0
Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,1,0,0
Private,HS-grad,Never-married,Tech-support,Unmarried,Female,1,0,3,10,0,1
Private,5th-6th,Divorced,Transport-moving,Unmarried,Male,2,0,3,8,12,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
?,"",Divorced,?,Not-in-family,Female,2,3,1,7,"",1
Private,11th,Separated,Other-service,Unmarried,Female,4,0,3,5,5,1
Private,HS-grad,Divorced,Machine-op-inspct,Other-relative,Female,2,0,5,6,0,1
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,3,0
Private,HS-grad,Never-married,Other-service,Own-child,Male,1,0,2,5,0,0
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,2,0
Private,Some-college,Never-married,Craft-repair,Not-in-family,Male,1,0,1,0,1,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,2,0
Local-gov,10th,Never-married,Protective-serv,Own-child,Female,1,2,2,12,7,1
Private,HS-grad,Married-civ-spouse,Other-service,Other-relative,Male,0,0,5,5,0,0
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,9,0
Without-pay,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,7,0,5,0,0
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,1,0,1,1,2,1
Private,Assoc-voc,"",Prof-specialty,Unmarried,Female,"",0,3,2,4,1
State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,4,4,3,0,1
?,HS-grad,Widowed,?,Not-in-family,Female,3,3,1,7,0,1
Private,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,1,0,1,11,0,0
Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,Male,0,1,0,4,3,0
Private,7th-8th,Divorced,Craft-repair,Not-in-family,Female,2,0,1,0,8,1
Private,Assoc-acdm,Divorced,Tech-support,Unmarried,Female,2,0,3,10,6,1
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,1,0,1,9,0,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,2,0
Private,HS-grad,Never-married,Adm-clerical,Own-child,Male,1,0,2,3,0,0
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,5,0,4,2,0
Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,6,0,1,1,0
Private,5th-6th,Never-married,Priv-house-serv,Other-relative,Female,1,0,5,13,12,1
Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,6,0,6,0,0
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,4,0
Private,HS-grad,Never-married,Craft-repair,Not-in-family,Male,1,0,1,0,0,0
Local-gov,HS-grad,Never-married,Transport-moving,Not-in-family,Male,1,2,1,8,0,0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,1,0
Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,2,0
Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,11,0
Private,HS-grad,Never-married,Adm-clerical,Own-child,Female,1,0,2,3,0,1
Private,Some-college,Never-married,Sales,Not-in-family,Male,1,0,1,4,1,0
Private,HS-grad,Never-married,Craft-repair,Own-child,Male,1,0,2,0,0,0
Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,0,0
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,0,9,0,0
Private,Bachelors,Never-married,Sales,Own-child,Female,1,0,2,4,2,1
Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Male,0,0,0,10,4,0
Private,HS-grad,Never-married,Sales,Own-child,Male,1,0,2,4,0,0
Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,Male,0,6,0,3,6,0
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,3,0
?,Some-college,Never-married,?,Not-in-family,Male,1,3,1,7,1,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,2,0
Private,HS-grad,Never-married,Sales,Not-in-family,Female,1,0,1,4,0,1
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,4,2,4,1
Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,1,1,1,1,2,1
Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,8,0
Private,10th,Separated,Machine-op-inspct,Unmarried,Female,4,0,3,6,7,1
Local-gov,Masters,Widowed,Exec-managerial,Not-in-family,Male,3,2,1,1,3,0
Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,13,0
Private,Some-college,Never-married,Other-service,Not-in-family,Female,1,0,1,5,1,1
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,5,0,4,2,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,4,2,2,1
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,1,0,1,1,2,1
Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,8,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,3,0,0
Private,Bachelors,Never-married,"","","",1,0,"","",2,""
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,4,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,1,0
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,3,0
Private,Some-college,Divorced,Adm-clerical,Unmarried,Female,2,0,3,3,1,1
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,3,1,0
Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,2,0
Private,Some-college,Never-married,Sales,Own-child,Female,1,0,2,4,1,1
Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,2,6,0
Private,Masters,Never-married,Prof-specialty,Not-in-family,Female,1,0,1,2,3,1
Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,0,11,13,0
Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,Male,0,5,0,4,3,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,0,1,0,0
Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,0,5,0,4,6,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,6,0,2,1,0
Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,1,1,1,11,0,0
Private,Bachelors,Divorced,Prof-specialty,Unmarried,Female,2,0,3,2,2,1
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,3,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,2,0
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,0,9,0,0
Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,1,0,1,3,1,1
Private,Bachelors,"",Transport-moving,Not-in-family,Male,"",0,1,8,2,0
?,Some-college,Never-married,?,Own-child,Male,1,3,2,7,1,0
Private,Bachelors,Never-married,Farming-fishing,Not-in-family,Male,1,0,1,11,2,0
Self-emp-not-inc,5th-6th,Never-married,Sales,Not-in-family,Female,1,1,1,4,12,1
Private,11th,Divorced,Other-service,Other-relative,Female,2,0,5,5,5,1
Private,HS-grad,Divorced,Sales,Not-in-family,Male,2,0,1,4,0,0
Local-gov,"",Married-civ-spouse,Other-service,Husband,Male,0,2,0,5,"",0
?,11th,Married-civ-spouse,?,Husband,Male,0,3,0,7,5,0
Private,Some-college,Widowed,Adm-clerical,Other-relative,Female,3,0,5,3,1,1
Private,HS-grad,Never-married,Priv-house-serv,Other-relative,Female,1,0,5,13,0,1
Private,Bachelors,Never-married,Sales,Not-in-family,Female,1,0,1,4,2,1
?,10th,Never-married,?,Own-child,Female,1,3,2,7,7,1
Private,Some-college,Never-married,Other-service,Own-child,Female,1,0,2,5,1,1
Private,HS-grad,Separated,Handlers-cleaners,Unmarried,Male,4,0,3,9,0,0
Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,5,0
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Other-relative,Male,0,2,5,2,3,0
Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Male,1,0,1,6,1,0
Private,Assoc-voc,Separated,Other-service,Unmarried,Female,4,0,3,5,4,1
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,1,0,1,3,0,0
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,4,0
Private,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,1,0,1,11,0,0
Private,Some-college,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,1,1,0
Private,Bachelors,Married-civ-spouse,Other-service,Husband,Male,0,0,0,5,2,0
Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Male,0,2,0,12,2,0
Private,Bachelors,Never-married,Prof-specialty,Own-child,Male,1,0,2,2,2,0
Private,Some-college,Never-married,Tech-support,Not-in-family,Female,1,0,1,10,1,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,0,0
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,2,0
Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,0,1,3,0
Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,0,0,0,12,1,0
Private,Some-college,Divorced,Adm-clerical,Unmarried,Female,2,0,3,3,1,1
Private,Some-college,Divorced,Adm-clerical,Unmarried,Female,2,0,3,3,1,1
State-gov,Some-college,Never-married,Other-service,Own-child,Male,1,4,2,5,1,0
Private,Bachelors,Separated,Adm-clerical,Unmarried,Male,4,0,3,3,2,0
?,HS-grad,Married-civ-spouse,?,Husband,Male,0,3,0,7,0,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,Some-college,Never-married,Other-service,Own-child,Female,1,0,2,5,1,1
Private,12th,Never-married,Other-service,Own-child,Male,1,0,2,5,10,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,Female,0,1,4,5,0,1
Private,Bachelors,Never-married,Sales,Own-child,Female,1,0,2,4,2,1
Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,0,6,0,3,2,0
Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,Female,2,0,1,2,6,1
?,HS-grad,Married-civ-spouse,?,Husband,Male,0,3,0,7,0,0
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,4,0
?,Bachelors,Never-married,?,Own-child,Male,1,3,2,7,2,0
Private,Assoc-voc,Never-married,Other-service,Not-in-family,Male,1,0,1,5,4,0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,0,0
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Female,1,0,1,9,0,1
State-gov,Bachelors,Never-married,Prof-specialty,Own-child,Female,1,4,2,2,2,1
Private,Some-college,Never-married,Other-service,Own-child,Male,1,0,2,5,1,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,4,3,0,1
Private,HS-grad,Never-married,Other-service,Other-relative,Female,1,0,5,5,0,1
Private,11th,Never-married,Adm-clerical,Not-in-family,Male,1,0,1,3,5,0
Local-gov,10th,Never-married,Other-service,Not-in-family,Male,1,2,1,5,7,0
Private,11th,Never-married,Other-service,Not-in-family,Male,1,0,1,5,5,0
Federal-gov,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,1,6,2,9,0,0
Private,Some-college,Divorced,Adm-clerical,Unmarried,Female,2,0,3,3,1,1
Private,HS-grad,"",Other-service,Not-in-family,Female,"",0,1,5,0,1
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,1,0
Private,Masters,Never-married,Prof-specialty,Not-in-family,Female,1,0,1,2,3,1
Private,Bachelors,Never-married,Exec-managerial,Own-child,Female,1,0,2,1,2,1
Local-gov,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,2,0,10,1,0
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,1,0,1,2,2,1
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,0,2,0,12,0,0
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,4,0
Private,11th,Never-married,Other-service,Not-in-family,Male,1,0,1,5,5,0
Self-emp-not-inc,Bachelors,Separated,Prof-specialty,Own-child,Male,4,1,2,2,2,0
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,3,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,2,0
Private,Some-college,Married-civ-spouse,Other-service,Wife,Female,0,0,4,5,1,1
Private,HS-grad,Divorced,Craft-repair,Unmarried,Male,2,0,3,0,0,0
Private,Some-college,Divorced,Exec-managerial,Unmarried,Female,2,0,3,1,1,1
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,HS-grad,Never-married,Other-service,Own-child,Female,1,0,2,5,0,1
Private,HS-grad,Married-civ-spouse,Sales,Wife,Female,0,0,4,4,0,1
Private,Some-college,Married-civ-spouse,Tech-support,Wife,Female,0,0,4,10,1,1
Self-emp-not-inc,Some-college,Never-married,Craft-repair,Unmarried,Male,1,1,3,0,1,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Self-emp-not-inc,Masters,Widowed,Sales,Not-in-family,Male,3,1,1,4,3,0
Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,0,5,0,4,1,0
Private,HS-grad,Divorced,Machine-op-inspct,Own-child,Female,2,0,2,6,0,1
Private,Some-college,Married-civ-spouse,Exec-managerial,Own-child,Male,0,0,2,1,1,0
Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,0,1,0,11,2,0
